0,1
1,2
2,3
3,4
4,5
4,6
6,7
7,8
8,9
8,10
10,11
11,12
11,13
13,14
14,15
0,18
18,20
18,19
7,17
13,16
19,21
21,32
21,22
22,31
22,23
23,24
24,25
24,26
24,27
27,28
28,29
29,33
29,30
30,17
30,34
34,36
34,35
34,38
38,37
37,39
37,46
37,40
40,41
40,42
42,43
43,47
43,44
40,16
16,48
48,45
48,49
43,52
52,53
16,50
50,51
51,54
51,55
55,57
57,58
58,59
58,61
61,62
62,64
61,64
64,63
63,17
19,65
65,56
56,60
60,66
66,67
67,26
67,68
68,69
68,70
70,63
