0,113
1,109
0,0
0,0
0,0
0,0
1,111
3,112
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
15,46
46,51
0,0
0,0
0,0
0,0
0,0
0,0
51,52
0,0
52,58
0,0
0,0
0,0
0,0
46,47
47,59
59,84
84,83
59,81
81,83
81,82
83,93
0,0
0,0
93,91
0,0
91,78
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
33,34
0,0
33,29
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
22,27
0,0
20,22
0,0
18,20
0,0
12,18
27,6
6,23
23,24
24,108
108,26
24,25
25,29
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
75,26
75,77
26,77
77,78
26,89
0,0
85,89
0,0
0,0
0,0
0,0
90,6
90,5
5,7
0,0
0,0
2,5
0,0
2,4
0,0
4,99
0,0
0,0
0,0
0,0
2,109
0,0
3,111
15,112
113,114
114,1
0,0
0,0
